batch_id,doc_url,final_excerpt_text,final_excerpt_chars,final_quote_1,final_quote_2,final_summary_1to3_sentences,adjudicator_note
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-1-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000001/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-1-1.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000001/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-1-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000001/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-10-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000010/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-10-1.PDF,150,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000010/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-10-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000010/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-12-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000012/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-12-1.PDF,150,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000012/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-12-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000012/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-13-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000013/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-13-1.PDF,150,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000013/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-13-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000013/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-14-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000014/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-14-1.PDF,150,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000014/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-14-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000014/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-15-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000015/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-15-1.PDF,150,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000015/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-15-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000015/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-4-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000004/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-4-1.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000004/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-4-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000004/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-5-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000005/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-5-1.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000005/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-5-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000005/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-6-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000006/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-6-1.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000006/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-6-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000006/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-9-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000009/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/A/BOCG-15-A-9-1.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000009/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/A/BOCG-15-A-9-1.PDF,Documento de iniciativa congreso:leg15:exp:121/000009/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/CO/DSCD-15-CO-142.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000006/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/CO/DSCD-15-CO-142.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000006/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/CO/DSCD-15-CO-142.PDF,Documento de iniciativa congreso:leg15:exp:121/000006/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-105.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000012/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-105.PDF,149,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000012/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-105.PDF,Documento de iniciativa congreso:leg15:exp:121/000012/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000005/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000005/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-23.PDF,Documento de iniciativa congreso:leg15:exp:121/000005/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000016/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000016/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-23.PDF,Documento de iniciativa congreso:leg15:exp:122/000016/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000018/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-23.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000018/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-23.PDF,Documento de iniciativa congreso:leg15:exp:122/000018/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-25.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000001/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-25.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000001/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-25.PDF,Documento de iniciativa congreso:leg15:exp:121/000001/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-31.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000004/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-31.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000004/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-31.PDF,Documento de iniciativa congreso:leg15:exp:121/000004/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000010/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000010/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-42.PDF,Documento de iniciativa congreso:leg15:exp:121/000010/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000014/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000014/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-42.PDF,Documento de iniciativa congreso:leg15:exp:121/000014/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000015/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-42.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000015/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-42.PDF,Documento de iniciativa congreso:leg15:exp:121/000015/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-48.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000013/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-48.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000013/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-48.PDF,Documento de iniciativa congreso:leg15:exp:121/000013/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-66.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000009/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-66.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000009/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-66.PDF,Documento de iniciativa congreso:leg15:exp:121/000009/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-66.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000023/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-66.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000023/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-66.PDF,Documento de iniciativa congreso:leg15:exp:121/000023/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_013_2025_conv.pdf,Documento pdf vinculado a iniciativa congreso:ley:13:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_013_2025_conv.pdf,139,Documento pdf vinculado a iniciativa congreso:ley:13:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:13:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:13:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_016_2025.pdf,Documento pdf vinculado a iniciativa congreso:ley:16:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_016_2025.pdf,134,Documento pdf vinculado a iniciativa congreso:ley:16:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:16:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:16:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_017_2025.pdf,Documento pdf vinculado a iniciativa congreso:ley:17:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_017_2025.pdf,134,Documento pdf vinculado a iniciativa congreso:ley:17:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rd,Documento pdf vinculado a iniciativa congreso:ley:17:2025 en https://www.congreso.es/constitucion/fi,Documento de iniciativa congreso:ley:17:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-286-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000241/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-286-1.PDF,151,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000241/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-286-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000241/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-97-1.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000083/0000 en https://www.congreso.es/public_oficiales/L15/CONG/BOCG/B/BOCG-15-B-97-1.PDF,150,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000083/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/BOCG/B/BOCG-15-B-97-1.PDF,Documento de iniciativa congreso:leg15:exp:122/000083/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000083/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000083/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-62.PDF,Documento de iniciativa congreso:leg15:exp:122/000083/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000017/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:121/000017/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-62.PDF,Documento de iniciativa congreso:leg15:exp:121/000017/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000119/0000 en https://www.congreso.es/public_oficiales/L15/CONG/DS/PL/DSCD-15-PL-62.PDF,148,Documento pdf vinculado a iniciativa congreso:leg15:exp:122/000119/0000 en https://www.congreso.es/public_oficiales/L15/,CONG/DS/PL/DSCD-15-PL-62.PDF,Documento de iniciativa congreso:leg15:exp:122/000119/0000 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_001_2025_corr.pdf,Documento pdf vinculado a iniciativa congreso:ley:1:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_001_2025_corr.pdf,137,Documento pdf vinculado a iniciativa congreso:ley:1:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:1:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:1:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_002_2025.pdf,Documento pdf vinculado a iniciativa congreso:ley:2:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_002_2025.pdf,132,Documento pdf vinculado a iniciativa congreso:ley:2:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:2:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:2:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_003_2025.pdf,Documento pdf vinculado a iniciativa congreso:ley:3:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_003_2025.pdf,132,Documento pdf vinculado a iniciativa congreso:ley:3:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:3:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:3:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_005_2024.pdf,Documento pdf vinculado a iniciativa congreso:ley:5:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_005_2024.pdf,132,Documento pdf vinculado a iniciativa congreso:ley:5:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:5:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:5:2024 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_006_2024.pdf,Documento pdf vinculado a iniciativa congreso:ley:6:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_006_2024.pdf,132,Documento pdf vinculado a iniciativa congreso:ley:6:2024 en https://www.congreso.es/constitucion/ficheros/leyes_espa/lo_,Documento pdf vinculado a iniciativa congreso:ley:6:2024 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:6:2024 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_004_2025_conv.pdf,Documento pdf vinculado a iniciativa congreso:ley:4:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_004_2025_conv.pdf,138,Documento pdf vinculado a iniciativa congreso:ley:4:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:4:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:4:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_005_2025_corr.pdf,Documento pdf vinculado a iniciativa congreso:ley:5:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_005_2025_corr.pdf,138,Documento pdf vinculado a iniciativa congreso:ley:5:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:5:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:5:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
factory-20260219-lane_c-001,https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_006_2025_conv.pdf,Documento pdf vinculado a iniciativa congreso:ley:6:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl_006_2025_conv.pdf,138,Documento pdf vinculado a iniciativa congreso:ley:6:2025 en https://www.congreso.es/constitucion/ficheros/leyes_espa/rdl,Documento pdf vinculado a iniciativa congreso:ley:6:2025 en https://www.congreso.es/constitucion/fic,Documento de iniciativa congreso:ley:6:2025 con contenido pendiente de codificacion detallada.,single-pass deterministic adjudication (no conflicts).
